mean,std,max,min,label,filename
1.6370904631912707e-14,3683.7993264537804,30911.563916666666,-37332.436083333334,1,KC.TARG..HHZ_2024-01-24T19_31_38.397_2024-01-24T19_35_38.397.mseed
5.5782341708739596e-14,4294.820252109349,41673.176625,-56531.823375,1,KC.TARG..HHZ_2024-01-23T07_17_34.140_2024-01-23T07_21_34.140.mseed
-4.320099833421409e-15,449.8278961044261,5575.038875,-4095.961125,1,QZ.TLG.00.HHZ_2024-01-24T09_42_00.626_2024-01-24T09_46_00.626.mseed
-5.153803310046594e-15,298.57697243814965,3453.8347083333333,-2417.1652916666667,1,QZ.TLG.00.HHZ_2024-01-24T21_48_49.227_2024-01-24T21_52_49.227.mseed
-9.701276818911234e-15,557.6820013642719,6039.062083333333,-6287.937916666667,1,QZ.TLG.00.HHZ_2024-01-25T08_58_38.619_2024-01-25T09_02_38.619.mseed
-3.789561257387201e-15,385.6793951353536,2904.0821666666666,-3408.9178333333334,1,QZ.TLG.00.HHZ_2024-01-27T05_28_06.158_2024-01-27T05_32_06.158.mseed
4.001776687800884e-14,525.9573961937767,4749.26625,-4743.73375,1,QZ.TLG.00.HHZ_2024-01-26T08_16_37.664_2024-01-26T08_20_37.664.mseed
3.706190909724683e-14,769.724039065932,6407.370833333333,-6257.629166666667,1,QZ.TLG.00.HHZ_2024-02-03T13_25_05.482_2024-02-03T13_29_05.482.mseed
-3.183231456205249e-15,778.3685472350867,8020.599625,-7577.400375,1,QZ.TLG.00.HHZ_2024-02-26T12_27_21.352_2024-02-26T12_31_21.352.mseed
2.7284841053187848e-15,398.3761185521025,5097.659166666666,-3758.340833333333,1,QZ.TLG.00.HHZ_2024-02-27T14_16_37.961_2024-02-27T14_20_37.961.mseed
-8.852415097256501e-14,2785.6519295995868,23310.076875,-17933.923125,1,QZ.TLG.00.HHZ_2024-01-25T01_23_12.501_2024-01-25T01_27_12.501.mseed
2.619344741106033e-13,10962.448329389346,151820.62504166667,-140940.37495833333,1,QZ.TLG.00.HHZ_2024-01-25T20_00_05.762_2024-01-25T20_04_05.762.mseed
6.912159733474254e-14,1917.2855397102273,19538.60825,-22430.39175,1,QZ.TLG.00.HHZ_2024-01-24T20_33_46.593_2024-01-24T20_37_46.593.mseed
-1.2126596023639043e-15,349.41302262165925,3387.99375,-3896.00625,1,QZ.TLG.00.HHZ_2024-01-26T15_59_08.776_2024-01-26T16_03_08.776.mseed
